hospital_id,category_id
1275,10
1293,10
1307,10
1308,10
1348,10
1355,10
1368,10
1370,10
1379,10
1392,10
1399,10
1408,10
1414,10
1467,10
1476,10
1499,10
1522,10
1528,10
1535,10
1562,10
1573,10
1574,10
1587,10
1599,10
1610,10
1647,10
1669,10
1672,10
1675,10
1677,10
1692,10
1693,10
1695,10
1697,10
1698,10
1700,10
1703,10
1706,10
1710,10
1713,10
1715,10
1717,10
1718,10
1720,10
1723,10
1728,10
1730,10
1731,10
1734,10
1736,10
1737,10
1747,10
1748,10
1752,10
1787,10
1843,10
1890,10
1903,10
1944,10
1946,10
1982,10
1995,10
1997,10
2045,10
2067,10
2079,10
2086,10
2093,10
2104,10
2106,10
2115,10
2117,10
2119,10
2151,10
2171,10
2190,10
2218,10
2256,10
2274,10
2280,10
2281,10
2282,10
2283,10
2285,10
2287,10
2288,10
2291,10
2292,10
2302,10
2307,10
2312,10
2321,10
2332,10
32,11
62,11
68,11
72,11
79,11
107,11
110,11
179,11
212,11
232,11
311,11
417,11
460,11
481,11
483,11
498,11
519,11
557,11
566,11
584,11
585,11
603,11
632,11
666,11
689,11
690,11
725,11
736,11
755,11
758,11
764,11
771,11
777,11
778,11
782,11
787,11
791,11
799,11
806,11
823,11
855,11
917,11
936,11
977,11
1031,11
1040,11
1046,11
1048,11
1062,11
1092,11
1093,11
1118,11
1145,11
1174,11
1207,11
1549,11
1602,11
1633,11
1663,11
1761,11
1763,11
1781,11
1832,11
1969,11
1973,11
1974,11
1982,11
2022,11
2042,11
2063,11
2066,11
2082,11
2101,11
2122,11
2127,11
2140,11
2151,11
2164,11
2184,11
2221,11
2233,11
2302,11
2328,11
2363,11
32,12
91,12
121,12
164,12
167,12
191,12
212,12
213,12
276,12
298,12
299,12
300,12
301,12
311,12
343,12
373,12
396,12
398,12
400,12
401,12
402,12
403,12
407,12
410,12
417,12
420,12
438,12
447,12
460,12
481,12
512,12
517,12
543,12
549,12
556,12
557,12
560,12
564,12
567,12
572,12
576,12
584,12
626,12
661,12
666,12
689,12
701,12
707,12
725,12
823,12
828,12
829,12
910,12
912,12
959,12
965,12
1040,12
1049,12
1075,12
1132,12
1149,12
1158,12
1207,12
1217,12
1227,12
1238,12
1239,12
1240,12
1268,12
1276,12
1287,12
1300,12
1306,12
1327,12
1330,12
1346,12
1347,12
1349,12
1371,12
1373,12
1382,12
1399,12
1401,12
1409,12
1424,12
1427,12
1459,12
1460,12
1479,12
1483,12
1536,12
1562,12
1566,12
1595,12
1662,12
1677,12
1678,12
1679,12
1680,12
1684,12
1689,12
1692,12
1695,12
1702,12
1709,12
1711,12
1715,12
1721,12
1724,12
1730,12
1733,12
1734,12
1735,12
1749,12
1755,12
1760,12
1838,12
1885,12
1890,12
1923,12
1949,12
1982,12
2054,12
2065,12
2115,12
2116,12
2118,12
2151,12
2167,12
2199,12
2256,12
2274,12
2281,12
2289,12
2321,12
2332,12
564,13
1982,13
2,14
7,14
19,14
32,14
59,14
62,14
68,14
72,14
80,14
89,14
96,14
107,14
110,14
121,14
155,14
158,14
164,14
176,14
179,14
212,14
213,14
216,14
257,14
259,14
275,14
276,14
288,14
293,14
340,14
358,14
395,14
437,14
446,14
464,14
480,14
481,14
533,14
534,14
557,14
566,14
567,14
572,14
591,14
614,14
622,14
627,14
632,14
633,14
645,14
701,14
708,14
710,14
725,14
764,14
787,14
823,14
836,14
847,14
857,14
871,14
875,14
899,14
909,14
910,14
916,14
932,14
950,14
959,14
961,14
1036,14
1065,14
1069,14
1082,14
1104,14
1118,14
1126,14
1145,14
1160,14
1170,14
1174,14
1207,14
1209,14
1211,14
1602,14
1614,14
1633,14
1657,14
1662,14
1761,14
1768,14
1790,14
1806,14
1807,14
1824,14
1828,14
1832,14
1876,14
1878,14
1892,14
1900,14
1908,14
1918,14
1923,14
1932,14
1935,14
1949,14
1982,14
1995,14
2042,14
2064,14
2073,14
2091,14
2093,14
2128,14
2131,14
2140,14
2146,14
2151,14
2164,14
2175,14
2185,14
2194,14
2234,14
2254,14
2275,14
2313,14
2321,14
2335,14
7,16
32,16
72,16
107,16
110,16
133,16
145,16
164,16
213,16
259,16
293,16
299,16
311,16
360,16
399,16
437,16
438,16
447,16
460,16
464,16
552,16
556,16
557,16
561,16
566,16
567,16
599,16
645,16
658,16
666,16
673,16
725,16
726,16
728,16
787,16
823,16
828,16
843,16
910,16
917,16
944,16
960,16
1040,16
1118,16
1145,16
1159,16
1174,16
1186,16
1207,16
1602,16
1606,16
1657,16
1807,16
1842,16
1876,16
1946,16
2117,16
2164,16
2167,16
2198,16
2322,16
2339,16
6,17
32,17
39,17
41,17
52,17
62,17
72,17
93,17
107,17
110,17
115,17
122,17
131,17
145,17
155,17
160,17
164,17
199,17
206,17
209,17
212,17
213,17
218,17
220,17
221,17
243,17
244,17
259,17
267,17
276,17
280,17
328,17
336,17
368,17
385,17
396,17
400,17
404,17
432,17
437,17
438,17
446,17
447,17
460,17
462,17
464,17
481,17
510,17
519,17
520,17
526,17
540,17
543,17
554,17
555,17
557,17
563,17
564,17
566,17
567,17
572,17
602,17
614,17
621,17
627,17
652,17
656,17
657,17
661,17
666,17
710,17
725,17
754,17
758,17
764,17
787,17
791,17
792,17
793,17
806,17
813,17
823,17
837,17
838,17
844,17
845,17
871,17
891,17
902,17
906,17
910,17
948,17
959,17
960,17
890,17
961,17
965,17
980,17
1013,17
1031,17
1034,17
1040,17
1057,17
1069,17
1075,17
1084,17
1118,17
1129,17
1145,17
1148,17
1149,17
1155,17
1169,17
1183,17
1186,17
1205,17
1207,17
1211,17
1533,17
1575,17
1602,17
1634,17
1637,17
1648,17
1678,17
1767,17
1768,17
1781,17
1787,17
1843,17
1844,17
1865,17
1876,17
1880,17
1890,17
1910,17
1915,17
1932,17
1935,17
1943,17
1946,17
1949,17
1955,17
1975,17
1982,17
1992,17
1995,17
2003,17
2012,17
2013,17
2030,17
2042,17
2048,17
2066,17
2095,17
2105,17
2112,17
2127,17
2128,17
2138,17
2140,17
2141,17
2151,17
2161,17
2164,17
2168,17
2172,17
2181,17
2183,17
2184,17
2185,17
2203,17
2210,17
2243,17
2256,17
2321,17
2322,17
2330,17
2333,17
2336,17
2339,17
2357,17
2363,17
2,18
21,18
32,18
59,18
62,18
68,18
72,18
79,18
80,18
89,18
107,18
110,18
145,18
160,18
164,18
179,18
186,18
199,18
200,18
202,18
212,18
232,18
235,18
258,18
268,18
269,18
311,18
340,18
362,18
396,18
401,18
437,18
438,18
441,18
460,18
483,18
498,18
519,18
520,18
527,18
533,18
556,18
557,18
566,18
583,18
584,18
585,18
591,18
603,18
605,18
614,18
622,18
632,18
639,18
666,18
680,18
689,18
690,18
701,18
710,18
725,18
733,18
735,18
736,18
755,18
758,18
764,18
771,18
777,18
778,18
782,18
787,18
791,18
794,18
799,18
806,18
813,18
823,18
836,18
852,18
855,18
903,18
917,18
918,18
919,18
936,18
945,18
948,18
890,18
977,18
987,18
992,18
1029,18
1031,18
1040,18
1046,18
1048,18
1052,18
1062,18
1065,18
1075,18
1077,18
1091,18
1092,18
1093,18
1118,18
1119,18
1131,18
1142,18
1145,18
1146,18
1172,18
1174,18
1202,18
1211,18
1533,18
1549,18
1573,18
1602,18
1633,18
1641,18
1663,18
1761,18
1763,18
1770,18
1781,18
1782,18
1806,18
1807,18
1824,18
1832,18
1848,18
1872,18
1880,18
1892,18
1915,18
1917,18
1947,18
1969,18
1970,18
1973,18
1974,18
1982,18
1993,18
1995,18
2007,18
2016,18
2022,18
2063,18
2066,18
2067,18
2082,18
2093,18
2094,18
2100,18
2101,18
2122,18
2127,18
2128,18
2131,18
2140,18
2146,18
2151,18
2164,18
2185,18
2217,18
2218,18
2221,18
2233,18
2236,18
2256,18
2262,18
2302,18
2335,18
2350,18
2362,18
2363,18
32,19
164,19
447,19
552,19
554,19
556,19
567,19
667,19
764,19
787,19
828,19
1207,19
1552,19
1553,19
1554,19
1555,19
1608,19
1659,19
1715,19
1982,19
2199,19
2321,19
6,20
14,20
15,20
31,20
32,20
41,20
44,20
55,20
60,20
68,20
74,20
91,20
101,20
102,20
106,20
107,20
110,20
114,20
121,20
126,20
129,20
131,20
132,20
135,20
144,20
155,20
164,20
167,20
170,20
180,20
186,20
188,20
189,20
191,20
193,20
201,20
206,20
212,20
213,20
219,20
220,20
222,20
226,20
227,20
234,20
236,20
244,20
249,20
250,20
251,20
253,20
255,20
259,20
268,20
276,20
289,20
290,20
292,20
298,20
299,20
301,20
305,20
311,20
315,20
319,20
322,20
329,20
331,20
340,20
343,20
345,20
352,20
353,20
359,20
369,20
372,20
373,20
379,20
384,20
385,20
392,20
393,20
399,20
401,20
407,20
410,20
420,20
432,20
436,20
437,20
438,20
441,20
442,20
446,20
447,20
460,20
463,20
464,20
468,20
481,20
482,20
486,20
487,20
495,20
496,20
501,20
507,20
509,20
510,20
517,20
520,20
523,20
543,20
549,20
550,20
554,20
555,20
556,20
557,20
558,20
560,20
562,20
564,20
566,20
567,20
568,20
572,20
578,20
593,20
610,20
614,20
619,20
621,20
625,20
626,20
627,20
630,20
634,20
645,20
648,20
650,20
657,20
661,20
666,20
669,20
673,20
701,20
725,20
726,20
729,20
730,20
731,20
733,20
739,20
741,20
742,20
751,20
754,20
756,20
757,20
761,20
763,20
764,20
768,20
770,20
786,20
787,20
789,20
821,20
823,20
827,20
828,20
829,20
837,20
849,20
862,20
864,20
865,20
871,20
879,20
891,20
892,20
902,20
910,20
911,20
920,20
939,20
944,20
949,20
950,20
954,20
958,20
960,20
962,20
967,20
968,20
970,20
993,20
1000,20
1007,20
1021,20
1026,20
1028,20
1040,20
1050,20
1058,20
1060,20
1061,20
1063,20
1064,20
1073,20
1075,20
1086,20
1097,20
1114,20
1118,20
1123,20
1132,20
1140,20
1145,20
1158,20
1169,20
1171,20
1173,20
1174,20
1179,20
1186,20
1187,20
1192,20
1205,20
1207,20
1247,20
1257,20
1393,20
1424,20
1508,20
1533,20
1536,20
1546,20
1572,20
1602,20
1619,20
1620,20
1624,20
1626,20
1633,20
1646,20
1650,20
1662,20
1665,20
1668,20
1669,20
1677,20
1678,20
1685,20
1689,20
1697,20
1702,20
1705,20
1706,20
1722,20
1726,20
1734,20
1739,20
1764,20
1775,20
1777,20
1781,20
1786,20
1787,20
1788,20
1799,20
1811,20
1824,20
1842,20
1843,20
1855,20
1862,20
1865,20
1871,20
1873,20
1881,20
1885,20
1890,20
1892,20
1910,20
1915,20
1923,20
1929,20
1932,20
1937,20
1941,20
1943,20
1945,20
1949,20
1950,20
1951,20
1952,20
1955,20
1965,20
1975,20
1981,20
1982,20
1991,20
1995,20
1997,20
2001,20
2008,20
2009,20
2014,20
2017,20
2019,20
2022,20
2024,20
2034,20
2042,20
2066,20
2067,20
2072,20
2083,20
2084,20
2086,20
2087,20
2088,20
2107,20
2111,20
2114,20
2147,20
2151,20
2154,20
2157,20
2164,20
2175,20
2180,20
2183,20
2184,20
2198,20
2210,20
2215,20
2221,20
2223,20
2227,20
2231,20
2232,20
2238,20
2239,20
2245,20
2247,20
2250,20
2253,20
2256,20
2262,20
2282,20
2283,20
2286,20
2288,20
2291,20
2294,20
2297,20
2300,20
2306,20
2309,20
2310,20
2311,20
2313,20
2314,20
2321,20
2322,20
2324,20
2326,20
2330,20
2331,20
2334,20
2336,20
2350,20
2354,20
1,21
2,21
3,21
7,21
11,21
20,21
23,21
24,21
25,21
31,21
32,21
39,21
43,21
44,21
53,21
57,21
59,21
60,21
62,21
64,21
68,21
69,21
72,21
73,21
75,21
80,21
82,21
84,21
89,21
90,21
91,21
92,21
93,21
95,21
99,21
102,21
107,21
108,21
109,21
115,21
116,21
121,21
122,21
123,21
124,21
126,21
131,21
133,21
135,21
136,21
138,21
139,21
140,21
143,21
145,21
155,21
156,21
158,21
160,21
161,21
164,21
165,21
166,21
167,21
168,21
176,21
179,21
182,21
188,21
197,21
198,21
199,21
206,21
210,21
212,21
213,21
214,21
222,21
237,21
239,21
243,21
244,21
247,21
259,21
261,21
270,21
273,21
274,21
276,21
282,21
285,21
286,21
288,21
292,21
293,21
298,21
299,21
300,21
301,21
303,21
305,21
311,21
312,21
317,21
318,21
324,21
326,21
329,21
332,21
336,21
338,21
340,21
341,21
345,21
356,21
358,21
376,21
377,21
382,21
383,21
385,21
391,21
394,21
395,21
396,21
398,21
400,21
401,21
403,21
404,21
405,21
406,21
407,21
413,21
419,21
420,21
428,21
430,21
432,21
437,21
438,21
440,21
441,21
443,21
445,21
446,21
447,21
457,21
460,21
462,21
464,21
466,21
480,21
481,21
488,21
490,21
501,21
502,21
504,21
509,21
510,21
512,21
517,21
520,21
522,21
525,21
526,21
527,21
532,21
533,21
534,21
540,21
544,21
547,21
548,21
549,21
551,21
554,21
555,21
556,21
